symbol,listing_date,lagna,lagna_lord,moon_sign,mahadasha,antardasha,maha_end_date,yogas,astro_score,astro_action
ASPINWALL,2016-06-14,Cancer,Moon,Virgo,Rahu,Rahu,2044-02-18,Raja Yoga|Parivartana,49.0,BUY
ASTAR,2026-04-20,Gemini,Mercury,Taurus,Moon,Moon,2033-10-12,Raja Yoga|Neecha Bhanga|Kala Sarpa|Parivartana,10.0,CAUTION
ASTEC,2009-11-25,Sagittarius,Jupiter,Aquarius,Jupiter,Mercury,2036-06-21,Raja Yoga|Neecha Bhanga|Neecha Bhanga,51.0,BUY
ASTERDM,2018-02-26,Aries,Mars,Gemini,Jupiter,Venus,2032-09-23,Dhana Yoga|Raja Yoga|Kemdrum,23.0,HOLD
ASTRAL,2007-03-20,Taurus,Venus,Pisces,Venus,Venus,2046-05-21,,-5.0,CAUTION
ASTRAMICRO,2004-11-01,Scorpio,Mars,Gemini,Jupiter,Jupiter,2041-11-08,Gaja Kesari|Dhana Yoga|Raja Yoga|Raja Yoga|Raja Yoga,100.0,BUY
ASTRAZEN,2001-05-04,Gemini,Mercury,Virgo,Rahu,Saturn,2038-03-03,Raja Yoga|Raja Yoga|Raja Yoga|Kemdrum|Parivartana,62.0,BUY
ATALREAL,2023-05-12,Gemini,Mercury,Capricorn,Mars,Jupiter,2031-09-20,Gaja Kesari|Raja Yoga|Neecha Bhanga,43.0,BUY
ATAM,2023-05-10,Gemini,Mercury,Sagittarius,Venus,Venus,2028-11-21,Raja Yoga|Kemdrum|Parivartana,10.0,CAUTION
ATGL,2018-11-05,Sagittarius,Jupiter,Virgo,Mars,Saturn,2030-06-10,Dhana Yoga|Raja Yoga,75.0,BUY
ATHERENERG,2025-05-06,Gemini,Mercury,Leo,Ketu,Venus,2026-12-01,Gaja Kesari|Raja Yoga|Raja Yoga|Neecha Bhanga|Kala Sarpa,47.0,BUY
ATL,2023-08-10,Virgo,Mercury,Taurus,Moon,Jupiter,2030-08-22,Dhana Yoga|Viparita Raja|Parivartana,64.0,BUY
ATLANTAA,2006-09-25,Libra,Venus,Libra,Jupiter,Saturn,2039-10-28,Gaja Kesari|Raja Yoga,38.0,HOLD
ATLANTAELE,2025-09-29,Libra,Venus,Sagittarius,Ketu,Venus,2031-02-20,Gaja Kesari|Kemdrum,20.0,HOLD
ATLASCYCLE,1996-10-23,Scorpio,Mars,Aquarius,Saturn,Rahu,2029-09-17,Dhana Yoga|Raja Yoga|Neecha Bhanga|Parivartana,79.0,BUY
ATUL,1998-05-06,Gemini,Mercury,Leo,Mars,Venus,2027-08-21,Gaja Kesari|Raja Yoga|Kemdrum|Neecha Bhanga,52.0,BUY
ATULAUTO,2013-06-26,Leo,Sun,Capricorn,Rahu,Jupiter,2041-09-18,Dhana Yoga|Raja Yoga|Kemdrum,33.0,HOLD
AUBANK,2017-07-10,Leo,Sun,Capricorn,Moon,Mercury,2029-08-12,Raja Yoga|Raja Yoga|Kemdrum,6.0,CAUTION
AURIONPRO,2005-10-25,Scorpio,Mars,Cancer,Mercury,Rahu,2033-03-10,Gaja Kesari|Raja Yoga|Raja Yoga|Viparita Raja|Kemdrum,53.0,BUY
AUROPHARMA,2000-07-19,Leo,Sun,Aquarius,Jupiter,Mercury,2037-04-06,Gaja Kesari|Dhana Yoga|Raja Yoga|Raja Yoga|Kemdrum,86.0,BUY
AURUM,2015-08-19,Virgo,Mercury,Virgo,Rahu,Rahu,2041-11-15,Dhana Yoga|Raja Yoga|Neecha Bhanga,44.0,BUY
AUTOAXLES,2003-05-29,Cancer,Moon,Aries,Moon,Sun,2026-09-19,Gaja Kesari|Raja Yoga,43.0,BUY
AVALON,2023-04-18,Gemini,Mercury,Pisces,Saturn,Mercury,2035-12-04,Gaja Kesari|Parivartana,33.0,HOLD
AVANTEL,2024-07-31,Virgo,Mercury,Taurus,Mars,Jupiter,2031-09-02,Gaja Kesari|Dhana Yoga|Kemdrum|Parivartana,58.0,BUY
AVANTIFEED,2015-04-15,Taurus,Venus,Aquarius,Rahu,Ketu,2027-06-17,Raja Yoga|Raja Yoga|Kemdrum,43.0,BUY
AVL,2024-11-06,Sagittarius,Jupiter,Sagittarius,Venus,Venus,2045-02-17,Viparita Raja|Neecha Bhanga,2.0,CAUTION
AVONMORE,2023-01-04,Aquarius,Saturn,Taurus,Mars,Mars,2033-05-03,Dhana Yoga|Raja Yoga|Raja Yoga|Raja Yoga|Kemdrum,79.0,BUY
AVROIND,2022-04-07,Taurus,Venus,Gemini,Rahu,Rahu,2043-07-19,Raja Yoga|Raja Yoga|Kemdrum|Neecha Bhanga,6.0,CAUTION
AVTNPL,2007-01-10,Aquarius,Saturn,Virgo,Rahu,Jupiter,2041-03-18,Raja Yoga|Raja Yoga|Parivartana,61.0,BUY
AWFIS,2024-05-30,Cancer,Moon,Aquarius,Rahu,Rahu,2040-06-14,Gaja Kesari|Dhana Yoga|Raja Yoga|Raja Yoga,100.0,BUY
AWHCL,2021-01-01,Aquarius,Saturn,Cancer,Saturn,Mercury,2029-01-05,Gaja Kesari|Raja Yoga|Viparita Raja|Kemdrum|Neecha Bhanga,8.0,CAUTION
AWL,2022-02-08,Pisces,Jupiter,Aries,Venus,Moon,2030-09-15,Kemdrum,5.0,CAUTION
AXISBANK,1998-11-16,Sagittarius,Jupiter,Virgo,Jupiter,Mercury,2037-11-06,,0.0,CAUTION
AXISCADES,2000-12-21,Capricorn,Saturn,Libra,Saturn,Saturn,2043-08-06,Viparita Raja|Kemdrum|Parivartana,24.0,HOLD
AXITA,2022-06-21,Cancer,Moon,Pisces,Saturn,Mercury,2037-03-20,Gaja Kesari|Raja Yoga|Raja Yoga|Raja Yoga|Raja Yoga,92.0,BUY
AYE,2026-02-16,Pisces,Jupiter,Capricorn,Moon,Moon,2030-06-23,Dhana Yoga|Viparita Raja,52.0,BUY
AYMSYNTEX,2015-08-14,Virgo,Mercury,Cancer,Ketu,Venus,2032-08-08,Dhana Yoga|Raja Yoga|Neecha Bhanga,44.0,BUY
AZAD,2023-12-28,Capricorn,Saturn,Gemini,Jupiter,Saturn,2033-05-18,Raja Yoga|Viparita Raja|Kemdrum|Parivartana,27.0,HOLD
BAGFILMS,2003-10-17,Scorpio,Mars,Gemini,Jupiter,Rahu,2027-03-22,Raja Yoga|Kemdrum,23.0,HOLD
BAIDFIN,2023-01-20,Aquarius,Saturn,Sagittarius,Venus,Venus,2043-12-08,Gaja Kesari|Dhana Yoga|Raja Yoga,63.0,BUY
BAJAJ-AUTO,2008-05-26,Cancer,Moon,Capricorn,Rahu,Saturn,2036-12-04,Dhana Yoga|Neecha Bhanga,30.0,HOLD
BAJAJCON,2010-08-18,Virgo,Mercury,Scorpio,Ketu,Venus,2032-07-02,Kemdrum|Neecha Bhanga,-2.0,CAUTION
BAJAJELEC,2007-11-02,Scorpio,Mars,Cancer,Ketu,Jupiter,2028-11-15,Dhana Yoga|Neecha Bhanga|Parivartana,53.0,BUY
BAJAJFINSV,2008-05-26,Cancer,Moon,Capricorn,Rahu,Saturn,2036-12-04,Dhana Yoga|Neecha Bhanga,30.0,HOLD
BAJAJHCARE,2021-11-25,Sagittarius,Jupiter,Cancer,Saturn,Mercury,2028-04-21,Dhana Yoga|Raja Yoga|Kemdrum,38.0,HOLD
BAJAJHFL,2024-09-16,Libra,Venus,Aquarius,Mars,Jupiter,2026-11-01,Gaja Kesari|Dhana Yoga|Raja Yoga|Viparita Raja|Kemdrum,74.0,BUY
BAJAJHIND,1995-05-10,Gemini,Mercury,Leo,Rahu,Rahu,2042-06-20,Gaja Kesari|Neecha Bhanga,20.0,HOLD
BAJAJHLDNG,1995-03-15,Aries,Mars,Leo,Moon,Rahu,2034-10-08,Gaja Kesari|Neecha Bhanga,33.0,HOLD
BAJAJINDEF,2025-02-21,Aries,Mars,Scorpio,Saturn,Saturn,2029-06-04,Gaja Kesari|Raja Yoga|Kemdrum|Parivartana,53.0,BUY
BAJAJST,2026-04-20,Gemini,Mercury,Taurus,Moon,Moon,2033-10-12,Raja Yoga|Neecha Bhanga|Kala Sarpa|Parivartana,10.0,CAUTION
BAJEL,2023-12-19,Capricorn,Saturn,Aquarius,Jupiter,Saturn,2033-11-07,Dhana Yoga|Raja Yoga|Viparita Raja|Kemdrum,53.0,BUY
BAJFINANCE,2003-04-01,Taurus,Venus,Pisces,Mercury,Jupiter,2029-04-07,Raja Yoga|Parivartana|Parivartana,60.0,BUY
BALAJEE,2024-09-12,Libra,Venus,Sagittarius,Ketu,Sun,2028-02-13,Dhana Yoga|Viparita Raja|Kemdrum,11.0,CAUTION
BALAJITELE,2000-11-22,Sagittarius,Jupiter,Virgo,Rahu,Mars,2027-06-22,Parivartana,15.0,HOLD
BALAMINES,2007-04-05,Taurus,Venus,Libra,Saturn,Saturn,2045-02-22,Raja Yoga,23.0,HOLD
BALKRISHNA,2015-07-28,Virgo,Mercury,Scorpio,Venus,Venus,2045-05-06,Gaja Kesari|Raja Yoga|Kemdrum|Neecha Bhanga,1.0,CAUTION
BALKRISIND,2006-01-27,Pisces,Jupiter,Sagittarius,Venus,Mercury,2027-12-31,Dhana Yoga|Parivartana,30.0,HOLD
BALMLAWRIE,1995-07-06,Leo,Sun,Virgo,Jupiter,Mercury,2036-01-02,Raja Yoga|Parivartana,38.0,HOLD
BALPHARMA,2006-05-08,Gemini,Mercury,Leo,Mars,Saturn,2030-08-12,Parivartana|Parivartana,18.0,HOLD
BALRAMCHIN,1995-02-08,Pisces,Jupiter,Taurus,Rahu,Ketu,2033-08-19,Gaja Kesari|Kemdrum,-3.0,CAUTION
BALUFORGE,2024-04-29,Gemini,Mercury,Sagittarius,Venus,Venus,2040-01-07,Raja Yoga|Kemdrum|Parivartana,33.0,HOLD
BANARBEADS,1995-07-07,Leo,Sun,Libra,Jupiter,Rahu,2027-08-23,Dhana Yoga|Raja Yoga,58.0,BUY
BANARISUG,2003-05-28,Cancer,Moon,Aries,Sun,Rahu,2031-02-24,Gaja Kesari|Raja Yoga,53.0,BUY
BANCOINDIA,2006-12-22,Capricorn,Saturn,Sagittarius,Mars,Saturn,2030-09-21,Raja Yoga|Raja Yoga,76.0,BUY
BANDHANBNK,2018-03-27,Taurus,Venus,Cancer,Mercury,Sun,2036-06-18,Gaja Kesari|Raja Yoga|Raja Yoga|Viparita Raja|Kemdrum,55.0,BUY
BANG,2008-02-20,Aries,Mars,Cancer,Venus,Moon,2041-05-14,Parivartana,10.0,CAUTION
BANKBARODA,1997-02-19,Aries,Mars,Cancer,Mercury,Moon,2035-04-23,Gaja Kesari|Raja Yoga|Kemdrum|Parivartana,28.0,HOLD
BANKINDIA,1997-04-30,Gemini,Mercury,Capricorn,Rahu,Mars,2027-01-06,Gaja Kesari|Raja Yoga|Kemdrum|Neecha Bhanga|Parivartana,29.0,HOLD
BANSALWIRE,2024-07-10,Leo,Sun,Leo,Venus,Venus,2044-08-03,Gaja Kesari,10.0,CAUTION
BANSWRAS,2007-04-11,Taurus,Venus,Capricorn,Mars,Venus,2027-10-08,Raja Yoga|Neecha Bhanga|Parivartana,38.0,HOLD
BASF,1995-05-17,Gemini,Mercury,Sagittarius,Moon,Moon,2035-10-20,,5.0,CAUTION
BATAINDIA,2003-06-18,Cancer,Moon,Capricorn,Rahu,Sun,2029-06-09,Gaja Kesari,45.0,BUY
BATLIBOI,2026-04-20,Gemini,Mercury,Taurus,Moon,Moon,2033-10-12,Raja Yoga|Neecha Bhanga|Kala Sarpa|Parivartana,10.0,CAUTION
BAYERCROP,2010-01-08,Aquarius,Saturn,Libra,Rahu,Sun,2029-12-18,Dhana Yoga|Raja Yoga|Raja Yoga|Raja Yoga|Neecha Bhanga,97.0,BUY
BBL,2006-11-21,Sagittarius,Jupiter,Scorpio,Mercury,Sun,2036-08-06,Gaja Kesari|Raja Yoga|Raja Yoga|Viparita Raja|Parivartana,86.0,BUY
BBOX,2003-07-22,Leo,Sun,Aries,Sun,Venus,2027-04-25,Gaja Kesari|Raja Yoga|Kemdrum,6.0,CAUTION
BBTC,1996-04-03,Taurus,Venus,Virgo,Rahu,Venus,2031-04-03,Gaja Kesari|Raja Yoga|Raja Yoga|Raja Yoga|Raja Yoga,100.0,BUY
BBTCL,2022-11-23,Sagittarius,Jupiter,Libra,Jupiter,Saturn,2031-03-26,Raja Yoga|Viparita Raja|Parivartana,45.0,BUY
BCG,2015-05-08,Gemini,Mercury,Sagittarius,Venus,Jupiter,2036-03-29,Viparita Raja|Parivartana|Parivartana,27.0,HOLD
BCLIND,2021-03-04,Aries,Mars,Libra,Jupiter,Mercury,2031-02-18,Gaja Kesari|Raja Yoga|Raja Yoga|Kemdrum|Neecha Bhanga,64.0,BUY
BCONCEPTS,2022-01-11,Aquarius,Saturn,Aries,Venus,Sun,2042-05-02,Dhana Yoga|Raja Yoga|Raja Yoga|Viparita Raja|Kemdrum,68.0,BUY
BCPL,2026-03-27,Taurus,Venus,Cancer,Jupiter,Jupiter,2029-12-17,Raja Yoga|Raja Yoga|Kala Sarpa,36.0,HOLD
BDL,2018-03-23,Taurus,Venus,Taurus,Mars,Venus,2028-04-08,Raja Yoga|Raja Yoga|Raja Yoga|Raja Yoga|Viparita Raja,46.0,BUY
BEARDSELL,2015-01-13,Aquarius,Saturn,Virgo,Rahu,Saturn,2038-07-25,Raja Yoga|Viparita Raja|Kemdrum|Parivartana,20.0,HOLD
BECTORFOOD,2020-12-24,Capricorn,Saturn,Aries,Ketu,Saturn,2026-07-26,Gaja Kesari|Viparita Raja|Neecha Bhanga,55.0,BUY
BEDMUTHA,2010-10-14,Scorpio,Mars,Sagittarius,Sun,Mercury,2028-09-19,Gaja Kesari|Dhana Yoga|Raja Yoga|Viparita Raja|Kemdrum,90.0,BUY
BEEKAY,2026-04-20,Gemini,Mercury,Taurus,Moon,Moon,2033-10-12,Raja Yoga|Neecha Bhanga|Kala Sarpa|Parivartana,10.0,CAUTION
BEL,2000-07-19,Leo,Sun,Aquarius,Jupiter,Mercury,2037-04-06,Gaja Kesari|Dhana Yoga|Raja Yoga|Raja Yoga|Kemdrum,86.0,BUY
BELLACASA,2025-07-18,Leo,Sun,Aries,Ketu,Venus,2030-08-01,Kala Sarpa,-10.0,EXIT
BELRISE,2025-05-28,Cancer,Moon,Taurus,Mars,Rahu,2030-01-28,Dhana Yoga|Neecha Bhanga|Kala Sarpa,35.0,HOLD
BEML,2003-11-05,Sagittarius,Jupiter,Pisces,Mercury,Moon,2036-04-22,Raja Yoga,38.0,HOLD
BENGALASM,2026-04-20,Gemini,Mercury,Taurus,Moon,Moon,2033-10-12,Raja Yoga|Neecha Bhanga|Kala Sarpa|Parivartana,10.0,CAUTION
BEPL,2005-03-21,Taurus,Venus,Cancer,Mercury,Saturn,2026-07-22,Dhana Yoga|Raja Yoga|Raja Yoga|Raja Yoga|Parivartana,86.0,BUY
BERGEPAINT,1999-11-24,Sagittarius,Jupiter,Taurus,Rahu,Mars,2027-02-23,Parivartana|Parivartana,-15.0,EXIT
BESTAGRO,2024-04-10,Taurus,Venus,Aries,Venus,Venus,2039-10-15,Gaja Kesari|Raja Yoga|Raja Yoga|Raja Yoga|Raja Yoga,100.0,BUY
BETA,2025-11-24,Sagittarius,Jupiter,Sagittarius,Venus,Venus,2034-12-05,Parivartana,41.0,BUY
BFINVEST,2011-01-14,Aquarius,Saturn,Aries,Sun,Saturn,2028-12-27,Dhana Yoga|Raja Yoga,72.0,BUY
BFUTILITIE,2007-05-03,Gemini,Mercury,Libra,Saturn,Moon,2034-02-16,Dhana Yoga,35.0,HOLD
BHAGCHEM,2021-10-18,Scorpio,Mars,Pisces,Saturn,Mercury,2041-04-27,Raja Yoga|Kemdrum|Neecha Bhanga,23.0,HOLD
BHARATCOAL,2026-01-19,Aquarius,Saturn,Capricorn,Moon,Moon,2036-06-28,Dhana Yoga|Raja Yoga|Raja Yoga|Raja Yoga|Raja Yoga,92.0,BUY
BHARATFORG,2003-04-04,Taurus,Venus,Aries,Moon,Mars,2035-03-24,Gaja Kesari|Parivartana,30.0,HOLD
BHARATRAS,1995-10-11,Scorpio,Mars,Aries,Rahu,Rahu,2042-02-09,Dhana Yoga|Raja Yoga|Viparita Raja|Kemdrum,35.0,HOLD
BHARATSE,2025-03-24,Taurus,Venus,Sagittarius,Sun,Rahu,2029-10-30,Dhana Yoga|Raja Yoga|Raja Yoga|Raja Yoga|Kemdrum,79.0,BUY
BHARATWIRE,2016-04-01,Taurus,Venus,Sagittarius,Moon,Moon,2035-09-25,Raja Yoga|Raja Yoga|Raja Yoga|Raja Yoga|Neecha Bhanga,67.0,BUY
BHARTIARTL,2002-02-15,Pisces,Jupiter,Pisces,Mercury,Venus,2037-08-16,Gaja Kesari|Viparita Raja|Parivartana,57.0,BUY
BHARTIHEXA,2024-04-12,Taurus,Venus,Taurus,Moon,Rahu,2030-08-22,Raja Yoga|Raja Yoga|Raja Yoga|Raja Yoga,74.0,BUY
BHEL,2003-11-11,Sagittarius,Jupiter,Taurus,Rahu,Ketu,2033-03-22,Gaja Kesari|Viparita Raja|Neecha Bhanga,42.0,BUY
BI,2026-04-20,Gemini,Mercury,Taurus,Moon,Moon,2033-10-12,Raja Yoga|Neecha Bhanga|Kala Sarpa|Parivartana,10.0,CAUTION
BIGBLOC,2016-09-02,Libra,Venus,Leo,Moon,Rahu,2034-07-23,Dhana Yoga|Raja Yoga|Raja Yoga|Viparita Raja,98.0,BUY
BIKAJI,2022-11-16,Sagittarius,Jupiter,Cancer,Mercury,Venus,2028-08-06,Viparita Raja|Kemdrum|Parivartana,2.0,CAUTION
BIL,2000-04-12,Taurus,Venus,Cancer,Mercury,Jupiter,2031-04-02,Gaja Kesari|Raja Yoga|Raja Yoga|Raja Yoga|Raja Yoga,100.0,BUY
BIMETAL,2026-04-20,Gemini,Mercury,Taurus,Moon,Moon,2033-10-12,Raja Yoga|Neecha Bhanga|Kala Sarpa|Parivartana,10.0,CAUTION
BIOCON,2004-04-07,Taurus,Venus,Libra,Saturn,Saturn,2043-04-07,Raja Yoga|Kemdrum|Parivartana,28.0,HOLD
BIOFILCHEM,1996-06-12,Cancer,Moon,Aries,Moon,Jupiter,2032-06-20,Dhana Yoga|Raja Yoga,46.0,BUY
BIRLACORPN,1995-04-12,Taurus,Venus,Leo,Moon,Mercury,2029-08-01,Gaja Kesari|Raja Yoga|Raja Yoga|Raja Yoga|Neecha Bhanga,82.0,BUY
BIRLAMONEY,2008-02-07,Pisces,Jupiter,Capricorn,Rahu,Venus,2032-08-27,Raja Yoga|Parivartana,8.0,CAUTION
BIRLANU,1995-04-26,Gemini,Mercury,Pisces,Mercury,Rahu,2033-09-06,Neecha Bhanga,21.0,HOLD
BIRLAPREC,2026-04-20,Gemini,Mercury,Taurus,Moon,Moon,2033-10-12,Raja Yoga|Neecha Bhanga|Kala Sarpa|Parivartana,10.0,CAUTION
BLACKBUCK,2024-11-22,Sagittarius,Jupiter,Cancer,Mercury,Mercury,2029-08-09,Raja Yoga|Viparita Raja|Kemdrum|Neecha Bhanga|Parivartana,10.0,CAUTION
BLAL,2023-04-19,Gemini,Mercury,Pisces,Mercury,Ketu,2033-08-03,Gaja Kesari|Parivartana,41.0,BUY
BLBLIMITED,2000-05-31,Cancer,Moon,Aries,Moon,Mars,2035-03-19,Gaja Kesari|Dhana Yoga|Raja Yoga|Raja Yoga|Raja Yoga,100.0,BUY
BLIL,2026-04-20,Gemini,Mercury,Taurus,Moon,Moon,2033-10-12,Raja Yoga|Neecha Bhanga|Kala Sarpa|Parivartana,10.0,CAUTION
BLKASHYAP,2006-03-17,Taurus,Venus,Virgo,Rahu,Sun,2029-06-11,,15.0,HOLD
BLS,2016-06-14,Cancer,Moon,Virgo,Rahu,Rahu,2044-02-18,Raja Yoga|Parivartana,49.0,BUY
BLSE,2024-02-06,Pisces,Jupiter,Sagittarius,Ketu,Moon,2030-05-16,Raja Yoga,32.0,HOLD
BLUEDART,2002-12-12,Capricorn,Saturn,Pisces,Mercury,Ketu,2040-09-04,Raja Yoga|Kemdrum|Parivartana,-2.0,CAUTION
BLUEJET,2023-11-01,Scorpio,Mars,Taurus,Mars,Saturn,2029-02-06,Raja Yoga|Viparita Raja|Neecha Bhanga|Parivartana,40.0,BUY
BLUESTARCO,2000-06-15,Cancer,Moon,Scorpio,Ketu,Venus,2032-02-16,Gaja Kesari|Raja Yoga|Raja Yoga|Kemdrum,51.0,BUY
BLUESTONE,2025-08-19,Virgo,Mercury,Gemini,Rahu,Rahu,2037-06-08,Gaja Kesari|Raja Yoga|Parivartana,33.0,HOLD
BLUSPRING,2025-06-11,Cancer,Moon,Scorpio,Mercury,Mercury,2032-02-02,Viparita Raja|Kemdrum,-13.0,EXIT
BMWVENTLTD,2025-10-01,Scorpio,Mars,Sagittarius,Sun,Moon,2031-04-21,Gaja Kesari|Kemdrum,30.0,HOLD
BNALTD,2026-04-20,Gemini,Mercury,Taurus,Moon,Moon,2033-10-12,Raja Yoga|Neecha Bhanga|Kala Sarpa|Parivartana,10.0,CAUTION
BOHRAIND,2022-10-27,Scorpio,Mars,Scorpio,Saturn,Saturn,2043-05-11,Viparita Raja,33.0,HOLD
BOMDYEING,1995-04-26,Gemini,Mercury,Pisces,Mercury,Rahu,2033-09-06,Neecha Bhanga,21.0,HOLD
BONLON,2026-02-20,Aries,Mars,Pisces,Saturn,Saturn,2034-06-10,Gaja Kesari|Raja Yoga,23.0,HOLD
BORANA,2025-05-27,Cancer,Moon,Taurus,Moon,Mars,2033-04-20,Dhana Yoga|Neecha Bhanga|Kala Sarpa,50.0,BUY
BOROLTD,2020-07-22,Leo,Sun,Cancer,Mercury,Venus,2027-07-04,Dhana Yoga|Viparita Raja,68.0,BUY
BORORENEW,2018-05-25,Cancer,Moon,Virgo,Mars,Mercury,2029-06-30,,13.0,CAUTION
BOROSCI,2024-06-07,Cancer,Moon,Gemini,Mars,Jupiter,2027-04-26,Dhana Yoga|Raja Yoga,68.0,BUY
BOSCH-HCIL,2000-01-03,Aquarius,Saturn,Scorpio,Mercury,Saturn,2027-02-02,Raja Yoga|Neecha Bhanga|Neecha Bhanga|Parivartana,66.0,BUY
BOSCHLTD,2003-05-12,Gemini,Mercury,Virgo,Rahu,Rahu,2042-01-25,Raja Yoga|Kemdrum,18.0,HOLD
BPCL,1995-09-13,Libra,Venus,Aries,Moon,Ketu,2028-12-13,Dhana Yoga|Raja Yoga|Viparita Raja|Kemdrum,49.0,BUY
BPL,1995-06-14,Cancer,Moon,Sagittarius,Moon,Saturn,2031-04-08,Dhana Yoga,30.0,HOLD
BRIGADE,2007-12-31,Capricorn,Saturn,Virgo,Rahu,Jupiter,2040-04-23,Gaja Kesari|Viparita Raja,37.0,HOLD
BRIGHOTEL,2025-07-31,Virgo,Mercury,Virgo,Mars,Rahu,2029-05-29,Gaja Kesari|Raja Yoga|Kemdrum|Parivartana,33.0,HOLD
BRITANNIA,1998-11-05,Sagittarius,Jupiter,Taurus,Rahu,Saturn,2037-03-12,Gaja Kesari|Dhana Yoga,57.0,BUY
BRNL,2017-09-18,Libra,Venus,Leo,Venus,Moon,2041-09-23,Raja Yoga|Raja Yoga|Raja Yoga|Raja Yoga|Raja Yoga,100.0,BUY
BSE,2017-02-03,Pisces,Jupiter,Aries,Venus,Mars,2040-03-04,Parivartana,5.0,CAUTION
BSL,1995-07-27,Virgo,Mercury,Cancer,Mercury,Jupiter,2029-05-16,Dhana Yoga|Raja Yoga|Kemdrum,63.0,BUY
BSOFT,1999-11-24,Sagittarius,Jupiter,Taurus,Rahu,Mars,2027-02-23,Parivartana|Parivartana,-15.0,EXIT
BTML,2023-02-15,Pisces,Jupiter,Scorpio,Mercury,Venus,2034-03-22,Viparita Raja|Kemdrum|Neecha Bhanga,39.0,HOLD
BUILDPRO,2026-01-09,Aquarius,Saturn,Virgo,Sun,Moon,2026-11-20,Gaja Kesari|Dhana Yoga|Raja Yoga|Raja Yoga|Raja Yoga,100.0,BUY
BUTTERFLY,2014-04-28,Gemini,Mercury,Aries,Venus,Moon,2041-02-18,Parivartana,13.0,CAUTION
BVCL,2007-11-23,Sagittarius,Jupiter,Aries,Sun,Saturn,2029-06-29,Kemdrum|Neecha Bhanga|Parivartana,-27.0,AVOID
CAMLINFINE,2015-01-20,Aquarius,Saturn,Capricorn,Moon,Ketu,2029-04-08,Gaja Kesari|Raja Yoga|Raja Yoga|Raja Yoga|Viparita Raja,91.0,BUY
CAMPUS,2022-05-09,Gemini,Mercury,Cancer,Mercury,Venus,2027-01-08,Dhana Yoga|Raja Yoga|Kemdrum,31.0,HOLD
CAMS,2021-05-07,Gemini,Mercury,Pisces,Saturn,Mercury,2041-11-02,Raja Yoga|Viparita Raja,16.0,HOLD
CANBK,2002-12-23,Capricorn,Saturn,Cancer,Venus,Venus,2045-01-07,Gaja Kesari|Raja Yoga|Viparita Raja,61.0,BUY
CANFINHOME,1995-05-10,Gemini,Mercury,Leo,Rahu,Rahu,2042-06-20,Gaja Kesari|Neecha Bhanga,20.0,HOLD
CANHLIFE,2025-10-17,Scorpio,Mars,Leo,Ketu,Venus,2026-11-18,Viparita Raja|Parivartana,32.0,HOLD
CANTABIL,2010-10-12,Scorpio,Mars,Scorpio,Ketu,Mercury,2026-07-30,Dhana Yoga|Raja Yoga|Viparita Raja,55.0,BUY
CAPACITE,2017-09-25,Libra,Venus,Scorpio,Saturn,Venus,2032-09-23,Raja Yoga|Raja Yoga|Raja Yoga|Raja Yoga|Kala Sarpa,84.0,BUY
CAPILLARY,2025-11-21,Sagittarius,Jupiter,Scorpio,Saturn,Saturn,2028-08-30,Raja Yoga|Raja Yoga|Viparita Raja|Neecha Bhanga,60.0,BUY
CAPITALSFB,2024-02-14,Pisces,Jupiter,Pisces,Ketu,Sun,2031-09-02,Raja Yoga|Viparita Raja,44.0,BUY
CAPLIPOINT,2014-06-23,Cancer,Moon,Aries,Sun,Rahu,2030-11-30,Gaja Kesari,10.0,CAUTION
CAPTRUST,2017-01-16,Aquarius,Saturn,Leo,Venus,Rahu,2027-10-13,Raja Yoga|Parivartana|Parivartana,28.0,HOLD
CARBORUNIV,1996-04-03,Taurus,Venus,Virgo,Rahu,Venus,2031-04-03,Gaja Kesari|Raja Yoga|Raja Yoga|Raja Yoga|Raja Yoga,100.0,BUY
CARERATING,2012-12-26,Capricorn,Saturn,Taurus,Rahu,Rahu,2043-03-08,Gaja Kesari|Raja Yoga|Kemdrum|Neecha Bhanga|Neecha Bhanga,79.0,BUY
CARRARO,2024-12-30,Capricorn,Saturn,Sagittarius,Ketu,Venus,2028-12-26,Raja Yoga|Raja Yoga|Neecha Bhanga,41.0,BUY
CARTRADE,2021-08-20,Virgo,Mercury,Capricorn,Moon,Rahu,2034-08-23,Dhana Yoga|Viparita Raja,50.0,BUY
CARYSIL,2021-01-14,Aquarius,Saturn,Capricorn,Moon,Saturn,2029-02-05,Gaja Kesari|Raja Yoga|Raja Yoga|Raja Yoga|Viparita Raja,59.0,BUY
CASTROLIND,2014-03-14,Aries,Mars,Leo,Venus,Moon,2040-08-31,Raja Yoga|Kemdrum|Parivartana,33.0,HOLD
CCAVENUE,2016-04-04,Taurus,Venus,Aquarius,Rahu,Mercury,2035-01-17,Gaja Kesari|Raja Yoga|Raja Yoga|Parivartana,61.0,BUY
CCCL,2007-10-15,Scorpio,Mars,Scorpio,Mercury,Rahu,2033-03-21,Gaja Kesari|Viparita Raja,22.0,HOLD
CCHHL,2015-02-03,Pisces,Jupiter,Cancer,Mercury,Venus,2039-08-15,Gaja Kesari|Raja Yoga|Kemdrum|Parivartana,44.0,BUY
CCL,2004-06-07,Cancer,Moon,Capricorn,Rahu,Venus,2032-09-04,Dhana Yoga|Raja Yoga|Kemdrum,43.0,BUY
